area_name,area_type,time_of_day,lighting_quality,crime_rate,crowd_density,incident_count,cctv_coverage,police_distance_km,safety_score,safety_label,lat,lng,ward_no,women_safety_risk,street_light_coverage,police_station_nearby,ncrb_crime_intensity
Murai Mohalla,residential,15,medium,medium,low,9,no,4.5,30.7,Unsafe,22.7145,75.8478,13,high,partial,0,0.43
Mhow Road,commercial,4,medium,medium,low,15,yes,3.5,21.8,Unsafe,22.6534,75.8234,26,low,partial,0,0.62
Sarafa Bazar,market,10,good,low,high,9,yes,0.9,91.2,Safe,22.7167,75.8554,9,low,partial,0,0.58
Juni Indore,market,4,medium,medium,low,15,no,3.0,10.5,Unsafe,22.7123,75.8512,16,high,partial,0,0.87
Manik Bagh,residential,12,good,low,medium,4,yes,2.1,93.4,Safe,22.6934,75.8823,6,low,partial,0,0.36
Nanda Nagar,residential,7,medium,low,medium,11,yes,2.5,72.1,Safe,22.7456,75.8956,64,low,partial,0,0.39
Bada Rawla Naka,market,11,medium,medium,medium,8,no,3.5,50.8,Medium,22.7089,75.8556,19,low,partial,0,0.62
Jawahar Marg,commercial,1,good,low,low,4,yes,1.5,58.7,Medium,22.7178,75.8712,22,low,partial,0,0.63
Vijay Nagar,commercial,5,good,low,low,1,yes,1.2,59.0,Medium,22.7343,75.8867,45,low,full,1,0.6
Sudama Nagar,residential,13,medium,medium,low,12,no,4.5,40.9,Medium,22.6891,75.8731,4,low,partial,0,0.41
Bypass Roads,isolated,17,poor,high,low,61,no,9.0,17.9,Unsafe,22.7823,75.8789,80,high,none,0,0.77
Vijay Nagar,commercial,11,good,low,high,6,yes,1.2,92.7,Safe,22.7343,75.8867,45,low,full,1,0.43
Kesar Bagh,residential,14,good,low,medium,2,yes,2.3,93.2,Safe,22.7189,75.8734,29,low,partial,0,0.38
Tejpur Gadbadi,isolated,7,poor,high,low,34,no,9.5,18.9,Unsafe,22.7534,75.9345,73,low,none,0,0.82
Palasia,commercial,11,good,low,high,3,yes,1.5,95.4,Safe,22.7197,75.8772,32,low,full,1,0.46
Pipliyahana,residential,13,good,low,medium,6,yes,2.6,90.0,Safe,22.6823,75.8934,48,low,partial,0,0.4
Betma Road,isolated,3,poor,high,low,29,no,9.0,22.4,Unsafe,22.7123,75.7723,79,high,none,0,1.01
Sarafa Bazar,market,23,good,low,medium,6,yes,0.9,80.1,Safe,22.7167,75.8554,9,low,partial,0,0.89
Scheme 78,residential,7,good,low,medium,3,yes,2.2,87.9,Safe,22.7467,75.8756,78,low,full,0,0.41
Malwa Mill,industrial,15,poor,high,low,31,no,6.0,11.8,Unsafe,22.7234,75.8345,16,high,none,0,0.7
Bicholi Mardana,residential,0,poor,medium,low,16,no,5.5,20.4,Unsafe,22.7734,75.9234,77,medium,partial,0,0.55
Raoji Bazar,market,6,medium,medium,medium,21,yes,1.8,33.3,Unsafe,22.7198,75.8534,11,high,partial,0,0.57
Malwa Mill,industrial,19,poor,high,low,31,no,6.0,16.2,Unsafe,22.7234,75.8345,16,high,none,0,0.72
Kesar Bagh,residential,7,good,low,medium,6,yes,2.3,85.4,Safe,22.7189,75.8734,29,low,partial,0,0.36
Navlakha,commercial,22,medium,low,medium,6,yes,1.8,47.2,Medium,22.7156,75.8689,20,medium,partial,1,0.68
Govind Colony,residential,0,medium,low,low,7,no,3.8,34.7,Unsafe,22.7312,75.8912,47,low,partial,0,0.53
Hira Nagar,residential,6,medium,low,low,14,no,3.0,56.7,Medium,22.7534,75.8823,62,low,partial,0,0.43
Pardeshipura,industrial,1,medium,medium,low,8,no,5.0,22.7,Unsafe,22.7289,75.8534,33,medium,partial,1,0.93
Super Corridor,commercial,9,good,low,medium,4,yes,2.0,87.4,Safe,22.8123,75.8934,85,low,full,0,0.46
Bapat Square,commercial,9,good,low,high,5,yes,1.4,90.4,Safe,22.7234,75.8867,36,low,full,0,0.46
Manik Bagh,residential,7,good,low,medium,2,yes,2.1,87.9,Safe,22.6934,75.8823,6,low,partial,0,0.41
Chhota Bangarda,residential,20,medium,medium,low,11,no,5.0,14.0,Unsafe,22.7823,75.9123,76,low,none,0,0.6
Bada Rawla Naka,market,20,medium,medium,medium,9,no,3.5,23.4,Unsafe,22.7089,75.8556,19,low,partial,0,0.86
South Tukoganj,commercial,20,good,low,high,2,yes,0.8,68.7,Medium,22.7148,75.8826,12,low,full,0,0.63
Nipania,residential,20,good,low,medium,1,yes,2.2,66.7,Medium,22.7634,75.9123,71,low,partial,0,0.53
Musakhedi,residential,6,poor,high,low,29,no,6.0,15.6,Unsafe,22.7134,75.8734,27,medium,partial,0,0.37
Rajwada,market,22,medium,medium,medium,8,yes,1.5,30.4,Unsafe,22.718,75.8573,8,medium,partial,1,0.86
Old Railway Lanes,isolated,19,poor,high,low,30,no,6.5,15.4,Unsafe,22.7134,75.8423,15,high,none,0,0.75
Sapna Sangeeta,commercial,23,good,low,medium,3,yes,1.8,66.0,Medium,22.7273,75.88,41,low,full,0,0.6
Murai Mohalla,residential,6,medium,medium,low,9,no,4.5,25.9,Unsafe,22.7145,75.8478,13,high,partial,0,0.41
MG Road,commercial,18,good,low,high,4,yes,1.0,90.6,Safe,22.7196,75.8799,18,low,full,1,0.44
Scheme 78,residential,3,good,low,low,1,yes,2.2,59.3,Medium,22.7467,75.8756,78,low,full,0,0.57
Old Railway Lanes,isolated,6,poor,high,low,22,no,6.5,16.6,Unsafe,22.7134,75.8423,15,high,none,0,0.82
Kanadiya,residential,9,medium,medium,medium,21,no,4.5,35.5,Unsafe,22.7934,75.8456,83,low,partial,1,0.45
Geeta Bhawan,residential,19,good,low,medium,3,yes,2.8,87.7,Safe,22.7242,75.882,38,low,full,0,0.43
Bambori,isolated,2,poor,high,low,29,no,8.5,20.0,Unsafe,22.8234,75.8623,86,low,none,0,1.03
Malwa Mill,industrial,17,poor,high,low,28,no,6.0,24.3,Unsafe,22.7234,75.8345,16,high,none,0,0.72
Sudama Nagar,residential,0,medium,medium,low,17,no,4.5,14.2,Unsafe,22.6891,75.8731,4,low,partial,0,0.58
Jawahar Marg,commercial,19,good,low,high,6,yes,1.5,87.9,Safe,22.7178,75.8712,22,low,partial,0,0.41
Lasudia,residential,16,poor,medium,low,12,no,5.0,29.5,Unsafe,22.7567,75.9234,72,low,partial,1,0.35
Bhanwarkuan,residential,15,medium,medium,medium,13,no,3.5,48.1,Medium,22.6812,75.8645,3,low,partial,0,0.39
Bada Rawla Naka,market,6,medium,medium,low,10,no,3.5,38.6,Unsafe,22.7089,75.8556,19,low,partial,0,0.64
Bhanwarkuan,residential,7,medium,medium,medium,9,no,3.5,47.8,Medium,22.6812,75.8645,3,low,partial,0,0.42
Palda,residential,6,medium,medium,low,17,no,5.0,36.0,Unsafe,22.6734,75.9123,24,low,partial,0,0.4
Khajrana,residential,8,medium,medium,medium,9,no,3.5,40.9,Medium,22.7395,75.9107,61,medium,partial,1,0.41
Jawahar Marg,commercial,5,good,low,low,2,yes,1.5,58.4,Medium,22.7178,75.8712,22,low,partial,0,0.66
Scheme 78,residential,6,good,low,low,3,yes,2.2,81.1,Safe,22.7467,75.8756,78,low,full,0,0.39
Bapat Square,commercial,13,good,low,high,4,yes,1.4,95.5,Safe,22.7234,75.8867,36,low,full,0,0.45
Scheme 140,residential,2,good,low,low,4,yes,2.8,58.9,Medium,22.7634,75.8734,69,low,partial,0,0.61
Tejpur Gadbadi,isolated,8,poor,high,low,38,no,9.5,6.5,Unsafe,22.7534,75.9345,73,low,none,0,0.8
Scheme 94,residential,14,good,low,medium,4,yes,2.0,93.0,Safe,22.7534,75.8612,94,low,partial,0,0.4
Bada Rawla Naka,market,19,medium,medium,medium,14,no,3.5,40.6,Medium,22.7089,75.8556,19,low,partial,0,0.64
Palasia,commercial,3,good,low,low,5,yes,1.5,58.4,Medium,22.7197,75.8772,32,low,full,1,0.66
Bicholi Mardana,residential,12,poor,medium,low,18,no,5.5,15.9,Unsafe,22.7734,75.9234,77,medium,partial,0,0.41
Bapat Square,commercial,21,good,low,high,1,yes,1.4,68.7,Medium,22.7234,75.8867,36,low,full,0,0.63
Hatod Road,isolated,9,poor,high,low,39,no,8.5,6.1,Unsafe,22.7823,75.7934,81,low,none,0,0.77
Murai Mohalla,residential,8,medium,medium,low,10,no,4.5,25.9,Unsafe,22.7145,75.8478,13,high,partial,0,0.41
Pardeshipura,industrial,9,medium,medium,low,9,no,5.0,26.1,Unsafe,22.7289,75.8534,33,medium,partial,1,0.69
Mhow Road,commercial,2,medium,medium,low,21,yes,3.5,14.6,Unsafe,22.6534,75.8234,26,low,partial,0,0.64
Manik Bagh,residential,3,good,low,low,3,yes,2.1,59.0,Medium,22.6934,75.8823,6,low,partial,0,0.6
Murai Mohalla,residential,20,medium,medium,low,12,no,4.5,23.8,Unsafe,22.7145,75.8478,13,high,partial,0,0.51
Nemawar Road,isolated,2,poor,high,low,52,no,7.5,15.6,Unsafe,22.6543,75.8234,2,high,none,0,1.0
South Tukoganj,commercial,6,good,low,medium,4,yes,0.8,87.8,Safe,22.7148,75.8826,12,low,full,0,0.42
Scheme 140,residential,20,good,low,medium,2,yes,2.8,66.8,Medium,22.7634,75.8734,69,low,partial,0,0.52
Musakhedi,residential,13,poor,high,low,30,no,6.0,17.3,Unsafe,22.7134,75.8734,27,medium,partial,0,0.4
Pardeshipura,industrial,15,medium,medium,low,20,no,5.0,26.3,Unsafe,22.7289,75.8534,33,medium,partial,1,0.67
Tilak Nagar,residential,2,medium,medium,low,5,no,4.2,22.8,Unsafe,22.7089,75.8734,10,low,partial,1,0.52
Vijay Nagar,commercial,4,good,low,low,5,yes,1.2,58.8,Medium,22.7343,75.8867,45,low,full,1,0.62
Hira Nagar,residential,8,medium,low,medium,5,no,3.0,71.7,Safe,22.7534,75.8823,62,low,partial,0,0.43
Anand Bazaar,commercial,16,good,low,high,1,yes,1.6,95.8,Safe,22.7167,75.8623,21,low,partial,0,0.42
Tilak Nagar,residential,10,medium,medium,low,12,no,4.2,40.8,Medium,22.7089,75.8734,10,low,partial,1,0.42
Chappan Dukan,market,17,good,low,high,3,yes,1.0,89.2,Safe,22.7312,75.8823,43,low,full,0,0.58
Scheme 78,residential,1,good,low,low,1,yes,2.2,59.3,Medium,22.7467,75.8756,78,low,full,0,0.57
Palda,residential,17,medium,medium,low,12,no,5.0,35.5,Unsafe,22.6734,75.9123,24,low,partial,0,0.45
Palda,residential,19,medium,medium,low,9,no,5.0,41.3,Medium,22.6734,75.9123,24,low,partial,0,0.37
Bapat Square,commercial,4,good,low,low,1,yes,1.4,58.6,Medium,22.7234,75.8867,36,low,full,0,0.64
Govind Colony,residential,13,medium,low,medium,9,no,3.8,67.9,Medium,22.7312,75.8912,47,low,partial,0,0.41
Kanadiya,residential,21,medium,medium,medium,18,no,4.5,21.0,Unsafe,22.7934,75.8456,83,low,partial,1,0.6
Bhagirathpura,residential,12,medium,medium,medium,10,no,4.0,38.2,Unsafe,22.7212,75.8489,28,high,partial,0,0.38
Limbodi,residential,1,medium,medium,low,7,no,5.5,6.7,Unsafe,22.8123,75.8456,84,medium,partial,0,0.53
Nemawar Road,isolated,17,poor,high,low,49,no,7.5,14.6,Unsafe,22.6543,75.8234,2,high,none,0,0.81
Scheme 140,residential,7,good,low,medium,3,yes,2.8,88.2,Safe,22.7634,75.8734,69,low,partial,0,0.38
Vijay Nagar,commercial,7,good,low,high,2,yes,1.2,90.3,Safe,22.7343,75.8867,45,low,full,1,0.47
South Tukoganj,commercial,21,good,low,high,2,yes,0.8,68.8,Medium,22.7148,75.8826,12,low,full,0,0.62
Bhawarkuan,residential,3,medium,medium,low,22,no,3.8,7.5,Unsafe,22.6812,75.8645,3,low,partial,1,0.55
Mhow Road,commercial,16,medium,medium,medium,6,yes,3.5,60.3,Medium,22.6534,75.8234,26,low,partial,0,0.47
Super Corridor,commercial,1,good,low,low,1,yes,2.0,58.8,Medium,22.8123,75.8934,85,low,full,0,0.62
Tejpur Gadbadi,isolated,21,poor,high,low,62,no,9.5,6.9,Unsafe,22.7534,75.9345,73,low,none,0,0.96
AB Road,commercial,22,good,low,medium,5,yes,1.3,66.1,Medium,22.7233,75.8958,52,low,full,0,0.59
Banganga,residential,13,medium,medium,medium,17,no,4.0,41.0,Medium,22.6934,75.8656,5,medium,partial,1,0.4
Malwa Mill,industrial,20,poor,high,low,30,no,6.0,20.4,Unsafe,22.7234,75.8345,16,high,none,0,0.93
Bambori,isolated,15,poor,high,low,38,no,8.5,19.9,Unsafe,22.8234,75.8623,86,low,none,0,0.76
Geeta Bhawan,residential,20,good,low,medium,3,yes,2.8,66.0,Medium,22.7242,75.882,38,low,full,0,0.6
Bambori,isolated,3,poor,high,low,50,no,8.5,11.2,Unsafe,22.8234,75.8623,86,low,none,0,0.95
Nanda Nagar,residential,11,medium,low,medium,10,yes,2.5,82.4,Safe,22.7456,75.8956,64,low,partial,0,0.36
Sarafa Bazar,market,8,good,low,high,6,yes,0.9,85.7,Safe,22.7167,75.8554,9,low,partial,0,0.63
Annapurna Road,commercial,9,medium,medium,medium,19,yes,3.0,56.5,Medium,22.6975,75.8782,7,low,partial,1,0.45
Bhagirathpura,residential,18,medium,medium,medium,12,no,4.0,28.3,Unsafe,22.7212,75.8489,28,high,partial,0,0.37
Juni Indore,market,19,medium,medium,medium,12,no,3.0,31.8,Unsafe,22.7123,75.8512,16,high,partial,0,0.62
Banganga,residential,10,medium,medium,medium,20,no,4.0,41.3,Medium,22.6934,75.8656,5,medium,partial,1,0.37
Jawahar Marg,commercial,0,good,low,low,1,yes,1.5,58.5,Medium,22.7178,75.8712,22,low,partial,0,0.65
Pigdambar,isolated,0,poor,medium,low,36,no,8.0,11.1,Unsafe,22.8234,75.9234,87,low,none,0,0.97
Loha Mandi,industrial,22,poor,high,low,31,no,7.0,21.8,Unsafe,22.7089,75.8512,14,high,none,0,1.0
Kanadiya,residential,9,medium,medium,medium,16,no,4.5,42.8,Medium,22.7934,75.8456,83,low,partial,1,0.42
Banganga,residential,11,medium,medium,medium,11,no,4.0,41.0,Medium,22.6934,75.8656,5,medium,partial,1,0.4
Hatod Road,isolated,22,poor,high,low,42,no,8.5,6.4,Unsafe,22.7823,75.7934,81,low,none,0,1.02
Rau,residential,7,medium,low,medium,10,no,4.0,62.7,Medium,22.6734,75.8123,1,low,partial,1,0.43
Dewas Road,commercial,22,medium,medium,low,10,yes,4.0,27.0,Unsafe,22.7456,75.8234,75,low,partial,0,0.6
Betma Road,isolated,0,poor,high,low,53,no,9.0,22.6,Unsafe,22.7123,75.7723,79,high,none,0,1.02
Juni Indore,market,2,medium,medium,low,8,no,3.0,7.8,Unsafe,22.7123,75.8512,16,high,partial,0,0.82
Musakhedi,residential,12,poor,high,low,25,no,6.0,10.1,Unsafe,22.7134,75.8734,27,medium,partial,0,0.4
Sudama Nagar,residential,13,medium,medium,low,13,no,4.5,41.2,Medium,22.6891,75.8731,4,low,partial,0,0.38
Bypass Roads,isolated,4,poor,high,low,47,no,9.0,16.9,Unsafe,22.7823,75.8789,80,high,none,0,0.97
Nipania,residential,17,good,low,medium,2,yes,2.2,87.5,Safe,22.7634,75.9123,71,low,partial,0,0.45
Tejaji Nagar,residential,23,medium,medium,low,10,no,3.2,12.5,Unsafe,22.6934,75.8345,23,medium,partial,0,0.55
Siyaganj,market,14,medium,medium,high,18,yes,2.0,48.1,Medium,22.7212,75.8623,17,high,partial,1,0.59
Scheme 140,residential,17,good,low,medium,2,yes,2.8,87.7,Safe,22.7634,75.8734,69,low,partial,0,0.43
Tilak Nagar,residential,16,medium,medium,low,11,no,4.2,40.9,Medium,22.7089,75.8734,10,low,partial,1,0.41
Tejaji Nagar,residential,7,medium,medium,low,6,no,3.2,34.5,Unsafe,22.6934,75.8345,23,medium,partial,0,0.35
Khajrana,residential,15,medium,medium,medium,8,no,3.5,46.5,Medium,22.7395,75.9107,61,medium,partial,1,0.35
Khajrana,residential,4,medium,medium,low,12,no,3.5,7.4,Unsafe,22.7395,75.9107,61,medium,partial,1,0.56
Sanwer Road Indl,industrial,4,poor,high,low,38,no,7.0,23.7,Unsafe,22.7456,75.8123,74,medium,partial,0,0.97
Anand Bazaar,commercial,2,good,low,low,1,yes,1.6,58.5,Medium,22.7167,75.8623,21,low,partial,0,0.65
Pipliyahana,residential,5,good,low,low,6,yes,2.6,56.2,Medium,22.6823,75.8934,48,low,partial,0,0.58
Murai Mohalla,residential,22,medium,medium,low,16,no,4.5,18.6,Unsafe,22.7145,75.8478,13,high,partial,0,0.58
Jawahar Marg,commercial,13,good,low,high,4,yes,1.5,95.8,Safe,22.7178,75.8712,22,low,partial,0,0.42
Rau Bypass,isolated,16,poor,high,low,41,no,7.5,13.3,Unsafe,22.6623,75.8034,1,high,none,0,0.84
Bhawarkuan,residential,3,medium,medium,low,16,no,3.8,14.7,Unsafe,22.6812,75.8645,3,low,partial,1,0.53
Pipliyahana,residential,20,good,low,medium,5,yes,2.6,66.6,Medium,22.6823,75.8934,48,low,partial,0,0.54
Govind Colony,residential,11,medium,low,medium,8,no,3.8,67.6,Medium,22.7312,75.8912,47,low,partial,0,0.44
Sarafa Bazar,market,21,good,low,high,9,yes,0.9,83.7,Safe,22.7167,75.8554,9,low,partial,0,0.83
Super Corridor,commercial,22,good,low,low,2,yes,2.0,58.4,Medium,22.8123,75.8934,85,low,full,0,0.66
Jawahar Marg,commercial,10,good,low,low,2,yes,1.5,85.1,Safe,22.7178,75.8712,22,low,partial,0,0.49
Khajrana,residential,17,medium,medium,medium,9,no,3.5,40.9,Medium,22.7395,75.9107,61,medium,partial,1,0.41
Anand Bazaar,commercial,15,good,low,high,3,yes,1.6,95.8,Safe,22.7167,75.8623,21,low,partial,0,0.42
Malwa Mill,industrial,19,poor,high,low,36,no,6.0,18.8,Unsafe,22.7234,75.8345,16,high,none,0,0.7
Murai Mohalla,residential,10,medium,medium,low,10,no,4.5,31.1,Unsafe,22.7145,75.8478,13,high,partial,0,0.39
Jawahar Marg,commercial,9,good,low,high,4,yes,1.5,90.6,Safe,22.7178,75.8712,22,low,partial,0,0.44
Bhawarkuan,residential,0,medium,medium,low,15,no,3.8,14.0,Unsafe,22.6812,75.8645,3,low,partial,1,0.6
Bhawarkuan,residential,3,medium,medium,medium,12,no,3.8,21.8,Unsafe,22.6812,75.8645,3,low,partial,1,0.52
Rajwada,market,9,medium,medium,high,13,yes,1.5,50.5,Medium,22.718,75.8573,8,medium,partial,1,0.65
Super Corridor,commercial,23,good,low,low,1,yes,2.0,58.4,Medium,22.8123,75.8934,85,low,full,0,0.66
Sapna Sangeeta,commercial,20,good,low,high,3,yes,1.8,68.4,Medium,22.7273,75.88,41,low,full,0,0.66
Pardeshipura,industrial,5,medium,medium,low,10,no,5.0,11.9,Unsafe,22.7289,75.8534,33,medium,partial,1,0.99
Super Corridor,commercial,0,good,low,low,3,yes,2.0,59.2,Medium,22.8123,75.8934,85,low,full,0,0.58
South Tukoganj,commercial,14,good,low,high,4,yes,0.8,95.8,Safe,22.7148,75.8826,12,low,full,0,0.42
Navlakha,commercial,15,medium,low,high,6,yes,1.8,77.9,Safe,22.7156,75.8689,20,medium,partial,1,0.41
Rajwada,market,4,medium,medium,low,17,yes,1.5,18.7,Unsafe,22.718,75.8573,8,medium,partial,1,0.83
Jawahar Marg,commercial,21,good,low,high,2,yes,1.5,68.3,Medium,22.7178,75.8712,22,low,partial,0,0.67
Govind Colony,residential,8,medium,low,medium,6,no,3.8,62.7,Medium,22.7312,75.8912,47,low,partial,0,0.43
Bicholi Mardana,residential,17,poor,medium,low,21,no,5.5,10.5,Unsafe,22.7734,75.9234,77,medium,partial,0,0.42
LIG Colony,residential,2,good,low,low,6,yes,2.4,56.5,Medium,22.7423,75.8734,55,low,partial,1,0.55
Tejpur Gadbadi,isolated,3,poor,high,low,41,no,9.5,24.9,Unsafe,22.7534,75.9345,73,low,none,0,1.04
Bicholi Mardana,residential,3,poor,medium,low,6,no,5.5,20.0,Unsafe,22.7734,75.9234,77,medium,partial,0,0.52
Bambori,isolated,19,poor,high,low,40,no,8.5,17.9,Unsafe,22.8234,75.8623,86,low,none,0,0.78
Bambori,isolated,12,poor,high,low,38,no,8.5,12.1,Unsafe,22.8234,75.8623,86,low,none,0,0.83
Banganga,residential,6,medium,medium,low,22,no,4.0,21.7,Unsafe,22.6934,75.8656,5,medium,partial,1,0.43
Juni Indore,market,20,medium,medium,medium,14,no,3.0,9.4,Unsafe,22.7123,75.8512,16,high,partial,0,0.86
Palda,residential,7,medium,medium,low,8,no,5.0,41.1,Medium,22.6734,75.9123,24,low,partial,0,0.39
Bhanwarkuan,residential,14,medium,medium,medium,8,no,3.5,52.5,Medium,22.6812,75.8645,3,low,partial,0,0.45
Mhow Road,commercial,19,medium,medium,medium,14,yes,3.5,50.2,Medium,22.6534,75.8234,26,low,partial,0,0.48
Musakhedi,residential,18,poor,high,low,33,no,6.0,6.0,Unsafe,22.7134,75.8734,27,medium,partial,0,0.38
Pardeshipura,industrial,3,medium,medium,low,14,no,5.0,5.6,Unsafe,22.7289,75.8534,33,medium,partial,1,0.98
Bada Rawla Naka,market,12,medium,medium,medium,19,no,3.5,46.3,Medium,22.7089,75.8556,19,low,partial,0,0.57
Murai Mohalla,residential,8,medium,medium,low,12,no,4.5,20.5,Unsafe,22.7145,75.8478,13,high,partial,0,0.45
Bicholi Mardana,residential,11,poor,medium,low,15,no,5.5,16.3,Unsafe,22.7734,75.9234,77,medium,partial,0,0.37
South Tukoganj,commercial,22,good,low,medium,1,yes,0.8,65.8,Medium,22.7148,75.8826,12,low,full,0,0.62
LIG Colony,residential,3,good,low,low,4,yes,2.4,59.4,Medium,22.7423,75.8734,55,low,partial,1,0.56
Govind Colony,residential,8,medium,low,medium,13,no,3.8,58.4,Medium,22.7312,75.8912,47,low,partial,0,0.36
Jawahar Marg,commercial,14,good,low,high,3,yes,1.5,95.2,Safe,22.7178,75.8712,22,low,partial,0,0.48
Old Railway Lanes,isolated,9,poor,high,low,16,no,6.5,16.1,Unsafe,22.7134,75.8423,15,high,none,0,0.84
Geeta Bhawan,residential,6,good,low,low,4,yes,2.8,80.8,Safe,22.7242,75.882,38,low,full,0,0.42
Rau Bypass,isolated,12,poor,high,low,26,no,7.5,20.2,Unsafe,22.6623,75.8034,1,high,none,0,0.76
Bapat Square,commercial,12,good,low,high,5,yes,1.4,95.1,Safe,22.7234,75.8867,36,low,full,0,0.49
Khajrana,residential,13,medium,medium,medium,21,no,3.5,34.5,Unsafe,22.7395,75.9107,61,medium,partial,1,0.35
Tejpur Gadbadi,isolated,4,poor,high,low,25,no,9.5,15.7,Unsafe,22.7534,75.9345,73,low,none,0,0.98
Bhagirathpura,residential,19,medium,medium,medium,10,no,4.0,33.1,Unsafe,22.7212,75.8489,28,high,partial,0,0.39
Nipania,residential,0,good,low,low,3,yes,2.2,59.0,Medium,22.7634,75.9123,71,low,partial,0,0.6
Hira Nagar,residential,7,medium,low,medium,16,no,3.0,64.4,Medium,22.7534,75.8823,62,low,partial,0,0.36
Juni Indore,market,12,medium,medium,medium,6,no,3.0,42.3,Medium,22.7123,75.8512,16,high,partial,0,0.57
Nemawar Road,isolated,19,poor,high,low,23,no,7.5,21.8,Unsafe,22.6543,75.8234,2,high,none,0,0.8
Sudama Nagar,residential,11,medium,medium,low,15,no,4.5,40.6,Medium,22.6891,75.8731,4,low,partial,0,0.44
Khajrana,residential,6,medium,medium,low,7,no,3.5,33.8,Unsafe,22.7395,75.9107,61,medium,partial,1,0.42
Musakhedi,residential,18,poor,high,low,23,no,6.0,5.7,Unsafe,22.7134,75.8734,27,medium,partial,0,0.39
Sapna Sangeeta,commercial,15,good,low,high,2,yes,1.8,95.4,Safe,22.7273,75.88,41,low,full,0,0.46
Rau Bypass,isolated,0,poor,high,low,42,no,7.5,12.3,Unsafe,22.6623,75.8034,1,high,none,0,1.04
Navlakha,commercial,4,medium,low,low,6,yes,1.8,40.7,Medium,22.7156,75.8689,20,medium,partial,1,0.63
Govind Colony,residential,14,medium,low,medium,4,no,3.8,71.3,Safe,22.7312,75.8912,47,low,partial,0,0.37
Bada Rawla Naka,market,10,medium,medium,medium,14,no,3.5,46.1,Medium,22.7089,75.8556,19,low,partial,0,0.59
Chappan Dukan,market,8,good,low,low,9,yes,1.0,76.3,Safe,22.7312,75.8823,43,low,full,0,0.57
Musakhedi,residential,7,poor,high,low,40,no,6.0,9.7,Unsafe,22.7134,75.8734,27,medium,partial,0,0.38
Govind Colony,residential,8,medium,low,medium,6,no,3.8,63.5,Medium,22.7312,75.8912,47,low,partial,0,0.35
Chappan Dukan,market,8,good,low,low,10,yes,1.0,75.7,Safe,22.7312,75.8823,43,low,full,0,0.63
Bhagirathpura,residential,13,medium,medium,medium,20,no,4.0,33.0,Unsafe,22.7212,75.8489,28,high,partial,0,0.4
Jawahar Marg,commercial,7,good,low,high,2,yes,1.5,90.4,Safe,22.7178,75.8712,22,low,partial,0,0.46
Jawahar Marg,commercial,4,good,low,low,3,yes,1.5,58.7,Medium,22.7178,75.8712,22,low,partial,0,0.63
Chambal Colony,residential,14,poor,high,low,19,no,6.5,8.1,Unsafe,22.7289,75.8478,35,low,partial,0,0.39
Mhow Road,commercial,23,medium,medium,low,14,yes,3.5,21.5,Unsafe,22.6534,75.8234,26,low,partial,0,0.65
Loha Mandi,industrial,16,poor,high,low,40,no,7.0,13.9,Unsafe,22.7089,75.8512,14,high,none,0,0.66
Banganga,residential,20,medium,medium,medium,14,no,4.0,14.7,Unsafe,22.6934,75.8656,5,medium,partial,1,0.53
Palasia,commercial,21,good,low,high,2,yes,1.5,68.7,Medium,22.7197,75.8772,32,low,full,1,0.63
Raoji Bazar,market,12,medium,medium,high,14,yes,1.8,47.9,Medium,22.7198,75.8534,11,high,partial,0,0.61
Chappan Dukan,market,10,good,low,high,6,yes,1.0,90.9,Safe,22.7312,75.8823,43,low,full,0,0.61
Sudama Nagar,residential,4,medium,medium,low,7,no,4.5,19.2,Unsafe,22.6891,75.8731,4,low,partial,0,0.58
Rajwada,market,23,medium,medium,medium,9,yes,1.5,30.8,Unsafe,22.718,75.8573,8,medium,partial,1,0.82
Sudama Nagar,residential,6,medium,medium,low,17,no,4.5,35.7,Unsafe,22.6891,75.8731,4,low,partial,0,0.43
Vijay Nagar,commercial,2,good,low,low,4,yes,1.2,58.2,Medium,22.7343,75.8867,45,low,full,1,0.68
Sudama Nagar,residential,11,medium,medium,low,14,no,4.5,41.3,Medium,22.6891,75.8731,4,low,partial,0,0.37
Rau,residential,2,medium,low,low,7,no,4.0,34.0,Unsafe,22.6734,75.8123,1,low,partial,1,0.6
AB Road,commercial,8,good,low,high,5,yes,1.3,90.7,Safe,22.7233,75.8958,52,low,full,0,0.43
Banganga,residential,8,medium,medium,medium,19,no,4.0,35.6,Unsafe,22.6934,75.8656,5,medium,partial,1,0.44
Nanda Nagar,residential,22,medium,low,low,9,yes,2.5,48.5,Medium,22.7456,75.8956,64,low,partial,0,0.55
